"Year","Question","Area","Area_abbr","Demographics_Type","Demographics_Value","Percent","Low_Confidence_Interval","High_Confidence_Interval","Confidence_Interval_Formatted"
"2019","During the past 12 months, did you ever seriously consider attempting suicide?","Ohio","OH","RaceEthnicity","Multiple race, NH","20.6","10.8","35.8","20.6 (CI 10.8 - 35.8)"
"2019","During the past 12 months, did you ever seriously consider attempting suicide?","Ohio","OH","RaceEthnicity","NHOPI, NH","Suppressed","Suppressed","Suppressed","Suppressed"
"2019","During the past 12 months, did you ever seriously consider attempting suicide?","Ohio","OH","RaceEthnicity","White, NH","13.9","11.6","16.6","13.9 (CI 11.6 - 16.6)"
"2019","During the past 12 months, did you ever seriously consider attempting suicide?","Ohio","OH","Sex","Female","19.7","16.3","23.7","19.7 (CI 16.3 - 23.7)"
"2019","During the past 12 months, did you ever seriously consider attempting suicide?","Ohio","OH","Sex","Male","11.6","9.2","14.5","11.6 (CI 9.2 - 14.5)"
"2019","During the past 12 months, did you ever seriously consider attempting suicide?","Ohio","OH","Total","Total","15.6","13.3","18.2","15.6 (CI 13.3 - 18.2)"
"2019","During the past 12 months, did you ever seriously consider attempting suicide?","Oklahoma","OK","RaceEthnicity","AI/AN, NH","25.7","18.9","34.0","25.7 (CI 18.9 - 34.0)"
"2019","During the past 12 months, did you ever seriously consider attempting suicide?","Oklahoma","OK","RaceEthnicity","Asian, NH","30.4","17.4","47.5","30.4 (CI 17.4 - 47.5)"
"2019","During the past 12 months, did you ever seriously consider attempting suicide?","Oklahoma","OK","RaceEthnicity","Black, NH","14.5","8.3","24.0","14.5 (CI 8.3 - 24.0)"
"2019","During the past 12 months, did you ever seriously consider attempting suicide?","Oklahoma","OK","RaceEthnicity","Hispanic","20.4","15.8","26.0","20.4 (CI 15.8 - 26.0)"
"2019","During the past 12 months, did you ever seriously consider attempting suicide?","Oklahoma","OK","RaceEthnicity","Multiple race, NH","25.6","19.9","32.2","25.6 (CI 19.9 - 32.2)"
"2019","During the past 12 months, did you ever seriously consider attempting suicide?","Oklahoma","OK","RaceEthnicity","NHOPI, NH","Suppressed","Suppressed","Suppressed","Suppressed"
"2019","During the past 12 months, did you ever seriously consider attempting suicide?","Oklahoma","OK","RaceEthnicity","White, NH","22.2","19.7","24.8","22.2 (CI 19.7 - 24.8)"
"2019","During the past 12 months, did you ever seriously consider attempting suicide?","Oklahoma","OK","Sex","Female","27.9","23.9","32.3","27.9 (CI 23.9 - 32.3)"
"2019","During the past 12 months, did you ever seriously consider attempting suicide?","Oklahoma","OK","Sex","Male","16.7","13.8","20.0","16.7 (CI 13.8 - 20.0)"
"2019","During the past 12 months, did you ever seriously consider attempting suicide?","Oklahoma","OK","Total","Total","22.2","19.8","24.7","22.2 (CI 19.8 - 24.7)"
"2019","During the past 12 months, did you ever seriously consider attempting suicide?","Pennsylvania","PA","RaceEthnicity","AI/AN, NH","Suppressed","Suppressed","Suppressed","Suppressed"
"2019","During the past 12 months, did you ever seriously consider attempting suicide?","Pennsylvania","PA","RaceEthnicity","Asian, NH","16.8","8.6","30.0","16.8 (CI 8.6 - 30.0)"
"2019","During the past 12 months, did you ever seriously consider attempting suicide?","Pennsylvania","PA","RaceEthnicity","Black, NH","15.0","10.0","21.9","15.0 (CI 10.0 - 21.9)"
"2019","During the past 12 months, did you ever seriously consider attempting suicide?","Pennsylvania","PA","RaceEthnicity","Hispanic","17.5","14.4","21.2","17.5 (CI 14.4 - 21.2)"
"2019","During the past 12 months, did you ever seriously consider attempting suicide?","Pennsylvania","PA","RaceEthnicity","Multiple race, NH","19.0","12.1","28.6","19.0 (CI 12.1 - 28.6)"
"2019","During the past 12 months, did you ever seriously consider attempting suicide?","Pennsylvania","PA","RaceEthnicity","NHOPI, NH","Suppressed","Suppressed","Suppressed","Suppressed"
"2019","During the past 12 months, did you ever seriously consider attempting suicide?","Pennsylvania","PA","RaceEthnicity","White, NH","17.4","15.2","19.8","17.4 (CI 15.2 - 19.8)"
"2019","During the past 12 months, did you ever seriously consider attempting suicide?","Pennsylvania","PA","Sex","Female","22.4","19.8","25.3","22.4 (CI 19.8 - 25.3)"
"2019","During the past 12 months, did you ever seriously consider attempting suicide?","Pennsylvania","PA","Sex","Male","12.1","10.2","14.4","12.1 (CI 10.2 - 14.4)"
"2019","During the past 12 months, did you ever seriously consider attempting suicide?","Pennsylvania","PA","Total","Total","17.2","15.4","19.1","17.2 (CI 15.4 - 19.1)"
"2019","During the past 12 months, did you ever seriously consider attempting suicide?","Puerto Rico","PR","RaceEthnicity","AI/AN, NH","Suppressed","Suppressed","Suppressed","Suppressed"
"2019","During the past 12 months, did you ever seriously consider attempting suicide?","Puerto Rico","PR","RaceEthnicity","Asian, NH","Suppressed","Suppressed","Suppressed","Suppressed"
"2019","During the past 12 months, did you ever seriously consider attempting suicide?","Puerto Rico","PR","RaceEthnicity","Black, NH","Suppressed","Suppressed","Suppressed","Suppressed"
"2019","During the past 12 months, did you ever seriously consider attempting suicide?","Puerto Rico","PR","RaceEthnicity","Hispanic","12.2","10.0","14.8","12.2 (CI 10.0 - 14.8)"
"2019","During the past 12 months, did you ever seriously consider attempting suicide?","Puerto Rico","PR","RaceEthnicity","Multiple race, NH","Suppressed","Suppressed","Suppressed","Suppressed"
"2019","During the past 12 months, did you ever seriously consider attempting suicide?","Puerto Rico","PR","RaceEthnicity","NHOPI, NH","Suppressed","Suppressed","Suppressed","Suppressed"
"2019","During the past 12 months, did you ever seriously consider attempting suicide?","Puerto Rico","PR","RaceEthnicity","White, NH","7.9","2.6","21.5","7.9 (CI 2.6 - 21.5)"
"2019","During the past 12 months, did you ever seriously consider attempting suicide?","Puerto Rico","PR","Sex","Female","16.0","12.8","19.9","16.0 (CI 12.8 - 19.9)"
"2019","During the past 12 months, did you ever seriously consider attempting suicide?","Puerto Rico","PR","Sex","Male","8.2","6.0","11.3","8.2 (CI 6.0 - 11.3)"
"2019","During the past 12 months, did you ever seriously consider attempting suicide?","Puerto Rico","PR","Total","Total","12.4","10.1","15.0","12.4 (CI 10.1 - 15.0)"
"2019","During the past 12 months, did you ever seriously consider attempting suicide?","Rhode Island","RI","RaceEthnicity","AI/AN, NH","Suppressed","Suppressed","Suppressed","Suppressed"
"2019","During the past 12 months, did you ever seriously consider attempting suicide?","Rhode Island","RI","RaceEthnicity","Asian, NH","10.4","2.6","33.5","10.4 (CI 2.6 - 33.5)"
"2019","During the past 12 months, did you ever seriously consider attempting suicide?","Rhode Island","RI","RaceEthnicity","Black, NH","12.4","5.2","26.8","12.4 (CI 5.2 - 26.8)"
"2019","During the past 12 months, did you ever seriously consider attempting suicide?","Rhode Island","RI","RaceEthnicity","Hispanic","13.4","9.9","18.0","13.4 (CI 9.9 - 18.0)"
"2019","During the past 12 months, did you ever seriously consider attempting suicide?","Rhode Island","RI","RaceEthnicity","Multiple race, NH","16.7","8.4","30.5","16.7 (CI 8.4 - 30.5)"
"2019","During the past 12 months, did you ever seriously consider attempting suicide?","Rhode Island","RI","RaceEthnicity","NHOPI, NH","Suppressed","Suppressed","Suppressed","Suppressed"
"2019","During the past 12 months, did you ever seriously consider attempting suicide?","Rhode Island","RI","RaceEthnicity","White, NH","13.3","11.1","16.0","13.3 (CI 11.1 - 16.0)"
"2019","During the past 12 months, did you ever seriously consider attempting suicide?","Rhode Island","RI","Sex","Female","15.7","13.9","17.7","15.7 (CI 13.9 - 17.7)"
"2019","During the past 12 months, did you ever seriously consider attempting suicide?","Rhode Island","RI","Sex","Male","10.7","8.7","13.1","10.7 (CI 8.7 - 13.1)"
"2019","During the past 12 months, did you ever seriously consider attempting suicide?","Rhode Island","RI","Total","Total","13.3","11.5","15.4","13.3 (CI 11.5 - 15.4)"
"2019","During the past 12 months, did you ever seriously consider attempting suicide?","South Carolina","SC","RaceEthnicity","AI/AN, NH","Suppressed","Suppressed","Suppressed","Suppressed"
"2019","During the past 12 months, did you ever seriously consider attempting suicide?","South Carolina","SC","RaceEthnicity","Asian, NH","27.7","11.9","52.1","27.7 (CI 11.9 - 52.1)"
"2019","During the past 12 months, did you ever seriously consider attempting suicide?","South Carolina","SC","RaceEthnicity","Black, NH","18.8","14.9","23.5","18.8 (CI 14.9 - 23.5)"
"2019","During the past 12 months, did you ever seriously consider attempting suicide?","South Carolina","SC","RaceEthnicity","Hispanic","20.5","14.2","28.6","20.5 (CI 14.2 - 28.6)"
"2019","During the past 12 months, did you ever seriously consider attempting suicide?","South Carolina","SC","RaceEthnicity","Multiple race, NH","18.4","9.2","33.3","18.4 (CI 9.2 - 33.3)"
"2019","During the past 12 months, did you ever seriously consider attempting suicide?","South Carolina","SC","RaceEthnicity","NHOPI, NH","Suppressed","Suppressed","Suppressed","Suppressed"
"2019","During the past 12 months, did you ever seriously consider attempting suicide?","South Carolina","SC","RaceEthnicity","White, NH","19.8","15.5","25.1","19.8 (CI 15.5 - 25.1)"
"2019","During the past 12 months, did you ever seriously consider attempting suicide?","South Carolina","SC","Sex","Female","22.9","18.8","27.5","22.9 (CI 18.8 - 27.5)"
"2019","During the past 12 months, did you ever seriously consider attempting suicide?","South Carolina","SC","Sex","Male","16.6","13.9","19.7","16.6 (CI 13.9 - 19.7)"
"2019","During the past 12 months, did you ever seriously consider attempting suicide?","South Carolina","SC","Total","Total","19.9","17.3","22.8","19.9 (CI 17.3 - 22.8)"
"2019","During the past 12 months, did you ever seriously consider attempting suicide?","South Dakota","SD","RaceEthnicity","AI/AN, NH","41.9","36.4","47.7","41.9 (CI 36.4 - 47.7)"
"2019","During the past 12 months, did you ever seriously consider attempting suicide?","South Dakota","SD","RaceEthnicity","Asian, NH","Suppressed","Suppressed","Suppressed","Suppressed"
"2019","During the past 12 months, did you ever seriously consider attempting suicide?","South Dakota","SD","RaceEthnicity","Black, NH","13.1","5.5","28.1","13.1 (CI 5.5 - 28.1)"
"2019","During the past 12 months, did you ever seriously consider attempting suicide?","South Dakota","SD","RaceEthnicity","Hispanic","29.7","19.3","42.6","29.7 (CI 19.3 - 42.6)"
"2019","During the past 12 months, did you ever seriously consider attempting suicide?","South Dakota","SD","RaceEthnicity","Multiple race, NH","31.8","24.1","40.6","31.8 (CI 24.1 - 40.6)"
"2019","During the past 12 months, did you ever seriously consider attempting suicide?","South Dakota","SD","RaceEthnicity","NHOPI, NH","Suppressed","Suppressed","Suppressed","Suppressed"
"2019","During the past 12 months, did you ever seriously consider attempting suicide?","South Dakota","SD","RaceEthnicity","White, NH","18.1","15.4","21.2","18.1 (CI 15.4 - 21.2)"
"2019","During the past 12 months, did you ever seriously consider attempting suicide?","South Dakota","SD","Sex","Female","27.3","24.0","30.9","27.3 (CI 24.0 - 30.9)"
"2019","During the past 12 months, did you ever seriously consider attempting suicide?","South Dakota","SD","Sex","Male","19.0","15.1","23.7","19.0 (CI 15.1 - 23.7)"
"2019","During the past 12 months, did you ever seriously consider attempting suicide?","South Dakota","SD","Total","Total","23.1","20.2","26.4","23.1 (CI 20.2 - 26.4)"
"2019","During the past 12 months, did you ever seriously consider attempting suicide?","Tennessee","TN","RaceEthnicity","AI/AN, NH","Suppressed","Suppressed","Suppressed","Suppressed"
"2019","During the past 12 months, did you ever seriously consider attempting suicide?","Tennessee","TN","RaceEthnicity","Asian, NH","14.0","7.9","23.6","14.0 (CI 7.9 - 23.6)"
"2019","During the past 12 months, did you ever seriously consider attempting suicide?","Tennessee","TN","RaceEthnicity","Black, NH","15.4","11.6","20.2","15.4 (CI 11.6 - 20.2)"
"2019","During the past 12 months, did you ever seriously consider attempting suicide?","Tennessee","TN","RaceEthnicity","Hispanic","18.0","12.3","25.7","18.0 (CI 12.3 - 25.7)"
"2019","During the past 12 months, did you ever seriously consider attempting suicide?","Tennessee","TN","RaceEthnicity","Multiple race, NH","34.5","25.5","44.8","34.5 (CI 25.5 - 44.8)"
"2019","During the past 12 months, did you ever seriously consider attempting suicide?","Tennessee","TN","RaceEthnicity","NHOPI, NH","Suppressed","Suppressed","Suppressed","Suppressed"
"2019","During the past 12 months, did you ever seriously consider attempting suicide?","Tennessee","TN","RaceEthnicity","White, NH","20.5","16.7","25.0","20.5 (CI 16.7 - 25.0)"
"2019","During the past 12 months, did you ever seriously consider attempting suicide?","Tennessee","TN","Sex","Female","24.4","21.8","27.3","24.4 (CI 21.8 - 27.3)"
"2019","During the past 12 months, did you ever seriously consider attempting suicide?","Tennessee","TN","Sex","Male","13.7","10.0","18.5","13.7 (CI 10.0 - 18.5)"
"2019","During the past 12 months, did you ever seriously consider attempting suicide?","Tennessee","TN","Total","Total","19.2","16.4","22.3","19.2 (CI 16.4 - 22.3)"
"2019","During the past 12 months, did you ever seriously consider attempting suicide?","Texas","TX","RaceEthnicity","AI/AN, NH","Suppressed","Suppressed","Suppressed","Suppressed"
"2019","During the past 12 months, did you ever seriously consider attempting suicide?","Texas","TX","RaceEthnicity","Asian, NH","20.8","13.5","30.7","20.8 (CI 13.5 - 30.7)"
"2019","During the past 12 months, did you ever seriously consider attempting suicide?","Texas","TX","RaceEthnicity","Black, NH","16.7","11.2","24.2","16.7 (CI 11.2 - 24.2)"
"2019","During the past 12 months, did you ever seriously consider attempting suicide?","Texas","TX","RaceEthnicity","Hispanic","16.7","14.1","19.7","16.7 (CI 14.1 - 19.7)"
"2019","During the past 12 months, did you ever seriously consider attempting suicide?","Texas","TX","RaceEthnicity","Multiple race, NH","28.5","18.9","40.6","28.5 (CI 18.9 - 40.6)"
"2019","During the past 12 months, did you ever seriously consider attempting suicide?","Texas","TX","RaceEthnicity","NHOPI, NH","Suppressed","Suppressed","Suppressed","Suppressed"
"2019","During the past 12 months, did you ever seriously consider attempting suicide?","Texas","TX","RaceEthnicity","White, NH","21.5","16.3","27.9","21.5 (CI 16.3 - 27.9)"
"2019","During the past 12 months, did you ever seriously consider attempting suicide?","Texas","TX","Sex","Female","25.3","22.0","28.9","25.3 (CI 22.0 - 28.9)"
"2019","During the past 12 months, did you ever seriously consider attempting suicide?","Texas","TX","Sex","Male","12.6","10.4","15.1","12.6 (CI 10.4 - 15.1)"
"2019","During the past 12 months, did you ever seriously consider attempting suicide?","Texas","TX","Total","Total","18.9","16.6","21.4","18.9 (CI 16.6 - 21.4)"
"2019","During the past 12 months, did you ever seriously consider attempting suicide?","United States","XX","RaceEthnicity","AI/AN, NH","34.7","23.8","47.6","34.7 (CI 23.8 - 47.6)"
"2019","During the past 12 months, did you ever seriously consider attempting suicide?","United States","XX","RaceEthnicity","Asian, NH","19.7","15.8","24.3","19.7 (CI 15.8 - 24.3)"
"2019","During the past 12 months, did you ever seriously consider attempting suicide?","United States","XX","RaceEthnicity","Black, NH","16.9","15.3","18.7","16.9 (CI 15.3 - 18.7)"
"2019","During the past 12 months, did you ever seriously consider attempting suicide?","United States","XX","RaceEthnicity","Hispanic","17.2","15.2","19.4","17.2 (CI 15.2 - 19.4)"
"2019","During the past 12 months, did you ever seriously consider attempting suicide?","United States","XX","RaceEthnicity","Multiple race, NH","25.7","21.6","30.4","25.7 (CI 21.6 - 30.4)"
"2019","During the past 12 months, did you ever seriously consider attempting suicide?","United States","XX","RaceEthnicity","NHOPI, NH","15.4","8.2","27.0","15.4 (CI 8.2 - 27.0)"
"2019","During the past 12 months, did you ever seriously consider attempting suicide?","United States","XX","RaceEthnicity","White, NH","19.1","17.6","20.8","19.1 (CI 17.6 - 20.8)"
"2019","During the past 12 months, did you ever seriously consider attempting suicide?","United States","XX","Sex","Female","24.1","22.3","26.0","24.1 (CI 22.3 - 26.0)"
"2019","During the past 12 months, did you ever seriously consider attempting suicide?","United States","XX","Sex","Male","13.3","12.2","14.5","13.3 (CI 12.2 - 14.5)"
"2019","During the past 12 months, did you ever seriously consider attempting suicide?","United States","XX","Total","Total","18.8","17.6","20.0","18.8 (CI 17.6 - 20.0)"
"2019","During the past 12 months, did you ever seriously consider attempting suicide?","Utah","UT","RaceEthnicity","AI/AN, NH","21.1","7.2","47.8","21.1 (CI 7.2 - 47.8)"
"2019","During the past 12 months, did you ever seriously consider attempting suicide?","Utah","UT","RaceEthnicity","Asian, NH","Suppressed","Suppressed","Suppressed","Suppressed"
"2019","During the past 12 months, did you ever seriously consider attempting suicide?","Utah","UT","RaceEthnicity","Black, NH","Suppressed","Suppressed","Suppressed","Suppressed"
"2019","During the past 12 months, did you ever seriously consider attempting suicide?","Utah","UT","RaceEthnicity","Hispanic","21.4","15.8","28.3","21.4 (CI 15.8 - 28.3)"
"2019","During the past 12 months, did you ever seriously consider attempting suicide?","Utah","UT","RaceEthnicity","Multiple race, NH","34.0","22.1","48.3","34.0 (CI 22.1 - 48.3)"
"2019","During the past 12 months, did you ever seriously consider attempting suicide?","Utah","UT","RaceEthnicity","NHOPI, NH","Suppressed","Suppressed","Suppressed","Suppressed"
"2019","During the past 12 months, did you ever seriously consider attempting suicide?","Utah","UT","RaceEthnicity","White, NH","22.1","19.1","25.4","22.1 (CI 19.1 - 25.4)"
"2019","During the past 12 months, did you ever seriously consider attempting suicide?","Utah","UT","Sex","Female","26.6","22.6","30.9","26.6 (CI 22.6 - 30.9)"
"2019","During the past 12 months, did you ever seriously consider attempting suicide?","Utah","UT","Sex","Male","18.2","15.3","21.4","18.2 (CI 15.3 - 21.4)"
"2019","During the past 12 months, did you ever seriously consider attempting suicide?","Utah","UT","Total","Total","22.3","19.9","24.9","22.3 (CI 19.9 - 24.9)"
"2019","During the past 12 months, did you ever seriously consider attempting suicide?","Virginia","VA","RaceEthnicity","AI/AN, NH","Suppressed","Suppressed","Suppressed","Suppressed"
"2019","During the past 12 months, did you ever seriously consider attempting suicide?","Virginia","VA","RaceEthnicity","Asian, NH","14.0","10.2","19.0","14.0 (CI 10.2 - 19.0)"
"2019","During the past 12 months, did you ever seriously consider attempting suicide?","Virginia","VA","RaceEthnicity","Black, NH","16.5","13.6","19.8","16.5 (CI 13.6 - 19.8)"
"2019","During the past 12 months, did you ever seriously consider attempting suicide?","Virginia","VA","RaceEthnicity","Hispanic","18.1","14.9","21.9","18.1 (CI 14.9 - 21.9)"
"2019","During the past 12 months, did you ever seriously consider attempting suicide?","Virginia","VA","RaceEthnicity","Multiple race, NH","23.9","18.9","29.7","23.9 (CI 18.9 - 29.7)"
"2019","During the past 12 months, did you ever seriously consider attempting suicide?","Virginia","VA","RaceEthnicity","NHOPI, NH","Suppressed","Suppressed","Suppressed","Suppressed"
"2019","During the past 12 months, did you ever seriously consider attempting suicide?","Virginia","VA","RaceEthnicity","White, NH","14.4","12.3","16.8","14.4 (CI 12.3 - 16.8)"
"2019","During the past 12 months, did you ever seriously consider attempting suicide?","Virginia","VA","Sex","Female","21.0","18.2","24.1","21.0 (CI 18.2 - 24.1)"
"2019","During the past 12 months, did you ever seriously consider attempting suicide?","Virginia","VA","Sex","Male","11.4","9.5","13.7","11.4 (CI 9.5 - 13.7)"
"2019","During the past 12 months, did you ever seriously consider attempting suicide?","Virginia","VA","Total","Total","16.0","14.2","18.0","16.0 (CI 14.2 - 18.0)"
"2019","During the past 12 months, did you ever seriously consider attempting suicide?","West Virginia","WV","RaceEthnicity","AI/AN, NH","24.6","13.3","40.9","24.6 (CI 13.3 - 40.9)"
"2019","During the past 12 months, did you ever seriously consider attempting suicide?","West Virginia","WV","RaceEthnicity","Asian, NH","Suppressed","Suppressed","Suppressed","Suppressed"
"2019","During the past 12 months, did you ever seriously consider attempting suicide?","West Virginia","WV","RaceEthnicity","Black, NH","8.6","5.1","14.1","8.6 (CI 5.1 - 14.1)"
"2019","During the past 12 months, did you ever seriously consider attempting suicide?","West Virginia","WV","RaceEthnicity","Hispanic","24.2","16.1","34.7","24.2 (CI 16.1 - 34.7)"
"2019","During the past 12 months, did you ever seriously consider attempting suicide?","West Virginia","WV","RaceEthnicity","Multiple race, NH","32.1","22.2","43.8","32.1 (CI 22.2 - 43.8)"
"2019","During the past 12 months, did you ever seriously consider attempting suicide?","West Virginia","WV","RaceEthnicity","NHOPI, NH","Suppressed","Suppressed","Suppressed","Suppressed"
"2019","During the past 12 months, did you ever seriously consider attempting suicide?","West Virginia","WV","RaceEthnicity","White, NH","21.0","19.2","22.8","21.0 (CI 19.2 - 22.8)"
"2019","During the past 12 months, did you ever seriously consider attempting suicide?","West Virginia","WV","Sex","Female","25.2","22.9","27.7","25.2 (CI 22.9 - 27.7)"
"2019","During the past 12 months, did you ever seriously consider attempting suicide?","West Virginia","WV","Sex","Male","16.6","13.8","20.0","16.6 (CI 13.8 - 20.0)"
"2019","During the past 12 months, did you ever seriously consider attempting suicide?","West Virginia","WV","Total","Total","20.9","19.2","22.7","20.9 (CI 19.2 - 22.7)"
"2019","During the past 12 months, did you ever seriously consider attempting suicide?","Wisconsin","WI","RaceEthnicity","AI/AN, NH","Suppressed","Suppressed","Suppressed","Suppressed"
"2019","During the past 12 months, did you ever seriously consider attempting suicide?","Wisconsin","WI","RaceEthnicity","Asian, NH","13.3","6.5","25.2","13.3 (CI 6.5 - 25.2)"
"2019","During the past 12 months, did you ever seriously consider attempting suicide?","Wisconsin","WI","RaceEthnicity","Black, NH","11.2","6.7","18.3","11.2 (CI 6.7 - 18.3)"
"2019","During the past 12 months, did you ever seriously consider attempting suicide?","Wisconsin","WI","RaceEthnicity","Hispanic","20.0","14.3","27.3","20.0 (CI 14.3 - 27.3)"
"2019","During the past 12 months, did you ever seriously consider attempting suicide?","Wisconsin","WI","RaceEthnicity","Multiple race, NH","16.9","9.8","27.4","16.9 (CI 9.8 - 27.4)"
"2019","During the past 12 months, did you ever seriously consider attempting suicide?","Wisconsin","WI","RaceEthnicity","NHOPI, NH","Suppressed","Suppressed","Suppressed","Suppressed"
"2019","During the past 12 months, did you ever seriously consider attempting suicide?","Wisconsin","WI","RaceEthnicity","White, NH","15.7","13.7","17.8","15.7 (CI 13.7 - 17.8)"
"2019","During the past 12 months, did you ever seriously consider attempting suicide?","Wisconsin","WI","Sex","Female","20.1","17.2","23.5","20.1 (CI 17.2 - 23.5)"
"2019","During the past 12 months, did you ever seriously consider attempting suicide?","Wisconsin","WI","Sex","Male","11.5","9.3","14.1","11.5 (CI 9.3 - 14.1)"
"2019","During the past 12 months, did you ever seriously consider attempting suicide?","Wisconsin","WI","Total","Total","15.7","13.6","18.2","15.7 (CI 13.6 - 18.2)"
"2023","During the past 12 months, did you make a plan about how you would attempt suicide?","Alaska","AK","RaceEthnicity","AI/AN, NH","24.1","17.7","31.9","24.1 (CI 17.7 - 31.9)"
"2023","During the past 12 months, did you make a plan about how you would attempt suicide?","Alaska","AK","RaceEthnicity","Asian, NH","12.6","8.3","18.7","12.6 (CI 8.3 - 18.7)"
"2023","During the past 12 months, did you make a plan about how you would attempt suicide?","Alaska","AK","RaceEthnicity","Black, NH","24.5","11.8","43.9","24.5 (CI 11.8 - 43.9)"
"2023","During the past 12 months, did you make a plan about how you would attempt suicide?","Alaska","AK","RaceEthnicity","Hispanic","20.4","14.1","28.5","20.4 (CI 14.1 - 28.5)"
"2023","During the past 12 months, did you make a plan about how you would attempt suicide?","Alaska","AK","RaceEthnicity","Multiple race, NH","26.2","18.3","36.1","26.2 (CI 18.3 - 36.1)"
"2023","During the past 12 months, did you make a plan about how you would attempt suicide?","Alaska","AK","RaceEthnicity","NHOPI, NH","26.1","9.4","54.4","26.1 (CI 9.4 - 54.4)"
"2023","During the past 12 months, did you make a plan about how you would attempt suicide?","Alaska","AK","RaceEthnicity","White, NH","17.5","14.2","21.3","17.5 (CI 14.2 - 21.3)"
"2023","During the past 12 months, did you make a plan about how you would attempt suicide?","Alaska","AK","Sex","Female","23.8","19.5","28.7","23.8 (CI 19.5 - 28.7)"
"2023","During the past 12 months, did you make a plan about how you would attempt suicide?","Alaska","AK","Sex","Male","16.9","13.5","21.0","16.9 (CI 13.5 - 21.0)"
"2023","During the past 12 months, did you make a plan about how you would attempt suicide?","Alaska","AK","Total","Total","20.5","17.6","23.8","20.5 (CI 17.6 - 23.8)"
"2023","During the past 12 months, did you make a plan about how you would attempt suicide?","American Samoa","AS","RaceEthnicity","AI/AN, NH","Suppressed","Suppressed","Suppressed","Suppressed"
"2023","During the past 12 months, did you make a plan about how you would attempt suicide?","American Samoa","AS","RaceEthnicity","Asian, NH","Suppressed","Suppressed","Suppressed","Suppressed"
"2023","During the past 12 months, did you make a plan about how you would attempt suicide?","American Samoa","AS","RaceEthnicity","Black, NH","Suppressed","Suppressed","Suppressed","Suppressed"
"2023","During the past 12 months, did you make a plan about how you would attempt suicide?","American Samoa","AS","RaceEthnicity","Hispanic","40.6","32.8","48.8","40.6 (CI 32.8 - 48.8)"
"2023","During the past 12 months, did you make a plan about how you would attempt suicide?","American Samoa","AS","RaceEthnicity","Multiple race, NH","32.1","25.4","39.7","32.1 (CI 25.4 - 39.7)"
"2023","During the past 12 months, did you make a plan about how you would attempt suicide?","American Samoa","AS","RaceEthnicity","NHOPI, NH","25.6","23.3","27.9","25.6 (CI 23.3 - 27.9)"
"2023","During the past 12 months, did you make a plan about how you would attempt suicide?","American Samoa","AS","RaceEthnicity","White, NH","Suppressed","Suppressed","Suppressed","Suppressed"
"2023","During the past 12 months, did you make a plan about how you would attempt suicide?","American Samoa","AS","Sex","Female","35.0","31.9","38.2","35.0 (CI 31.9 - 38.2)"
"2023","During the past 12 months, did you make a plan about how you would attempt suicide?","American Samoa","AS","Sex","Male","20.9","18.4","23.6","20.9 (CI 18.4 - 23.6)"
"2023","During the past 12 months, did you make a plan about how you would attempt suicide?","American Samoa","AS","Total","Total","27.8","25.8","29.9","27.8 (CI 25.8 - 29.9)"
"2023","During the past 12 months, did you make a plan about how you would attempt suicide?","Arkansas","AR","RaceEthnicity","AI/AN, NH","Suppressed","Suppressed","Suppressed","Suppressed"
"2023","During the past 12 months, did you make a plan about how you would attempt suicide?","Arkansas","AR","RaceEthnicity","Asian, NH","Suppressed","Suppressed","Suppressed","Suppressed"
"2023","During the past 12 months, did you make a plan about how you would attempt suicide?","Arkansas","AR","RaceEthnicity","Black, NH","23.1","17.4","30.0","23.1 (CI 17.4 - 30.0)"
"2023","During the past 12 months, did you make a plan about how you would attempt suicide?","Arkansas","AR","RaceEthnicity","Hispanic","23.2","13.8","36.2","23.2 (CI 13.8 - 36.2)"
"2023","During the past 12 months, did you make a plan about how you would attempt suicide?","Arkansas","AR","RaceEthnicity","Multiple race, NH","14.0","7.9","23.6","14.0 (CI 7.9 - 23.6)"
"2023","During the past 12 months, did you make a plan about how you would attempt suicide?","Arkansas","AR","RaceEthnicity","NHOPI, NH","Suppressed","Suppressed","Suppressed","Suppressed"
"2023","During the past 12 months, did you make a plan about how you would attempt suicide?","Arkansas","AR","RaceEthnicity","White, NH","20.6","16.6","25.3","20.6 (CI 16.6 - 25.3)"
"2023","During the past 12 months, did you make a plan about how you would attempt suicide?","Arkansas","AR","Sex","Female","21.6","16.5","27.7","21.6 (CI 16.5 - 27.7)"
"2023","During the past 12 months, did you make a plan about how you would attempt suicide?","Arkansas","AR","Sex","Male","21.6","14.8","30.4","21.6 (CI 14.8 - 30.4)"
"2023","During the past 12 months, did you make a plan about how you would attempt suicide?","Arkansas","AR","Total","Total","21.6","17.9","25.9","21.6 (CI 17.9 - 25.9)"
"2023","During the past 12 months, did you make a plan about how you would attempt suicide?","Delaware","DE","RaceEthnicity","AI/AN, NH","Suppressed","Suppressed","Suppressed","Suppressed"
"2023","During the past 12 months, did you make a plan about how you would attempt suicide?","Delaware","DE","RaceEthnicity","Asian, NH","3.7","0.9","14.6","3.7 (CI 0.9 - 14.6)"
"2023","During the past 12 months, did you make a plan about how you would attempt suicide?","Delaware","DE","RaceEthnicity","Black, NH","14.2","10.3","19.3","14.2 (CI 10.3 - 19.3)"
